 num     #instances         #bytes  class name (module)
 372:            19            728  [Lorg.springframework.boot.context.properties.source.ConfigurationPropertyName$ElementType;
 373:            15            720  java.lang.invoke.LambdaFormEditor$Transform (java.base@17.0.5)
 374:            45            720  java.util.HashMap$KeySet (java.base@17.0.5)
 375:            30            720  org.apache.tomcat.util.res.StringManager
 376:            30            720  org.springframework.beans.factory.config.BeanDefinitionHolder
 377:            18            720  org.springframework.boot.context.properties.source.ConfigurationPropertyName$Elements
 378:            10            720  sun.net.www.protocol.jar.URLJarFile (java.base@17.0.5)
 379:            29            696  sun.security.provider.PolicyFile$PolicyEntry (java.base@17.0.5)
 380:            17            680  java.lang.invoke.BoundMethodHandle$Species_LJ (java.base@17.0.5)
 381:            28            672  java.time.LocalTime (java.base@17.0.5)
 382:            42            672  java.time.format.DateTimeFormatterBuilder$CharLiteralPrinterParser (java.base@17.0.5)
 383:            21            672  jdk.internal.org.objectweb.asm.Type (java.base@17.0.5)
 384:            42            672  jdk.proxy1.$Proxy79 (jdk.proxy1)
 385:             9            648  org.springframework.web.method.HandlerMethod$HandlerMethodParameter
 386:            40            640  java.security.SecureClassLoader$CodeSourceKey (java.base@17.0.5)
 387:            16            640  java.util.EnumMap (java.base@17.0.5)
 388:            16            640  java.util.IdentityHashMap (java.base@17.0.5)
 389:            10            640  sun.security.mscapi.SunMSCAPI$ProviderService (jdk.crypto.mscapi@17.0.5)
 390:            15            632  [Ljava.lang.invoke.MethodType; (java.base@17.0.5)
 391:             3            624  [Ljava.lang.invoke.LambdaForm; (java.base@17.0.5)
 392:            26            624  com.sun.jmx.mbeanserver.NamedObject (java.management@17.0.5)
 393:            26            624  java.security.SecurityPermission (java.base@17.0.5)
 394:            26            624  java.security.spec.ECFieldF2m (java.base@17.0.5)
 395:            26            624  java.util.concurrent.ConcurrentHashMap$KeySetView (java.base@17.0.5)
 396:            26            624  java.util.jar.Attributes$Name (java.base@17.0.5)
 397:            39            624  java.util.regex.Pattern$$Lambda$19/0x800000025 (java.base@17.0.5)
 398:            38            608  java.lang.constant.ReferenceClassDescImpl (java.base@17.0.5)
 399:            19            608  java.util.regex.Pattern$Branch (java.base@17.0.5)
 400:            38            608  jdk.proxy2.$Proxy32 (jdk.proxy2)
 401:            15            600  java.io.ObjectStreamClass$FieldReflector (java.base@17.0.5)
 402:            15            600  java.lang.WeakPairMap$Pair$Weak (java.base@17.0.5)
 403:             9            592  [S (java.base@17.0.5)
 404:             4            576  [Lcom.fasterxml.jackson.core.sym.CharsToNameCanonicalizer$Bucket;
 405:             2            576  [Lorg.springframework.http.HttpStatus;
 406:             9            576  com.fasterxml.jackson.databind.cfg.BaseSettings
 407:            36            576  jdk.proxy2.$Proxy8 (jdk.proxy2)
 408:            12            576  jdk.xml.internal.XMLSecurityManager$Limit (java.xml@17.0.5)
 409:            18            576  org.springframework.boot.context.properties.source.ConfigurationPropertyName
 410:            18            576  org.springframework.format.datetime.standard.TemporalAccessorParser
 411:             9            576  sun.security.mscapi.SunMSCAPI$ProviderServiceA (jdk.crypto.mscapi@17.0.5)
 412:            10            560  java.util.Properties (java.base@17.0.5)
 413:             7            560  java.util.concurrent.TimeUnit (java.base@17.0.5)
 414:            14            560  javax.management.openmbean.SimpleType (java.management@17.0.5)
 415:            35            560  jdk.proxy1.$Proxy80 (jdk.proxy1)
 416:            10            560  sun.invoke.util.Wrapper (java.base@17.0.5)
 417:             5            560  sun.security.provider.HashDrbg (java.base@17.0.5)
 418:            23            552  org.springframework.boot.autoconfigure.condition.OnWebApplicationCondition
 419:            19            544  [Ljava.lang.CharSequence; (java.base@17.0.5)
 420:             1            544  org.springframework.boot.web.embedded.tomcat.TomcatEmbeddedContext
 421:             1            528  [Ljava.lang.Character; (java.base@17.0.5)
 422:            11            528  com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$CompositeMapping (java.management@17.0.5)
 423:            11            528  java.lang.invoke.BoundMethodHandle$SpeciesData (java.base@17.0.5)
 424:            33            528  java.util.concurrent.locks.ReentrantLock (java.base@17.0.5)
 425:            22            528  java.util.concurrent.locks.ReentrantReadWriteLock (java.base@17.0.5)
 426:            33            528  jdk.proxy1.$Proxy1 (jdk.proxy1)
 427:            13            520  ch.qos.logback.core.status.InfoStatus
 428:            13            520  com.sun.jmx.mbeanserver.PerInterface (java.management@17.0.5)
 429:            13            520  java.text.DigitList (java.base@17.0.5)
 430:            13            520  org.springframework.beans.factory.support.DisposableBeanAdapter
 431:             8            512  com.sun.security.sasl.Provider$ProviderService (java.security.sasl@17.0.5)
 432:            16            512  java.net.InetAddress$InetAddressHolder (java.base@17.0.5)
 433:            16            512  java.time.temporal.ChronoUnit (java.base@17.0.5)
 434:             8            512  org.springframework.beans.factory.support.DefaultListableBeanFactory$NestedDependencyDescriptor
 435:            32            512  sun.reflect.generics.tree.TypeVariableSignature (java.base@17.0.5)
 436:            21            504  java.util.AbstractMap$SimpleImmutableEntry (java.base@17.0.5)
 437:             7            504  java.util.concurrent.ScheduledThreadPoolExecutor$ScheduledFutureTask (java.base@17.0.5)
 438:             7            496  [Lsun.invoke.util.Wrapper; (java.base@17.0.5)
 439:            15            480  com.fasterxml.jackson.core.JsonParser$Feature
 440:            20            480  java.io.ObjectStreamClass$ClassDataSlot (java.base@17.0.5)
 441:            12            480  java.lang.OutOfMemoryError (java.base@17.0.5)
 442:            15            480  java.lang.WeakPairMap$Pair$Weak$1 (java.base@17.0.5)
 443:            15            480  jdk.jfr.internal.EventWriterMethod (jdk.jfr@17.0.5)
 444:            12            480  org.apache.tomcat.util.collections.ManagedConcurrentWeakHashMap$Key
 445:            15            480  org.springframework.util.MimeType
 446:            19            472  [Ljava.util.regex.Pattern$Node; (java.base@17.0.5)
 447:            29            464  jdk.proxy1.$Proxy77 (jdk.proxy1)
 448:            19            456  org.springframework.core.convert.support.GenericConversionService$ConverterFactoryAdapter
 449:            14            448  java.util.RegularEnumSet (java.base@17.0.5)
 450:            14            448  jdk.jfr.internal.LogTag (jdk.jfr@17.0.5)
 451:            28            448  jdk.jfr.internal.StringPool (jdk.jfr@17.0.5)
 452:            28            448  jdk.proxy1.$Proxy82 (jdk.proxy1)
 453:            14            448  org.springframework.web.servlet.handler.AbstractHandlerMethodMapping$MappingRegistration
 454:             8            448  sun.management.MemoryPoolImpl (java.management@17.0.5)
 455:             4            448  sun.nio.ch.SocketChannelImpl (java.base@17.0.5)
 456:            11            440  [Ljava.lang.invoke.BoundMethodHandle$SpeciesData; (java.base@17.0.5)
 457:            20            440  [Ljavax.management.MBeanNotificationInfo; (java.management@17.0.5)
 458:            11            440  org.springframework.util.AntPathMatcher
 459:             1            432  [[[C (java.base@17.0.5)
 460:            27            432  java.security.spec.ECFieldFp (java.base@17.0.5)
 461:            18            432  java.text.DateFormat$Field (java.base@17.0.5)
 462:            18            432  javax.management.StandardMBean (java.management@17.0.5)
 463:            18            432  jdk.internal.org.objectweb.asm.commons.Method (java.base@17.0.5)
 464:            27            432  jdk.proxy2.$Proxy44 (jdk.proxy2)
 465:            26            416  java.util.TreeMap$KeySet (java.base@17.0.5)
 466:            13            416  sun.security.jca.ProviderConfig (java.base@17.0.5)
 467:            17            408  java.util.concurrent.locks.AbstractQueuedSynchronizer$ConditionObject (java.base@17.0.5)
 468:            17            408  java.util.regex.Pattern$Start (java.base@17.0.5)
 469:            17            408  org.springframework.boot.ansi.AnsiColor
 470:            17            408  sun.nio.ch.OptionKey (java.base@17.0.5)
 471:            17            408  sun.nio.ch.SocketOptionRegistry$RegistryKey (java.base@17.0.5)
 472:            17            408  sun.reflect.generics.tree.Wildcard (java.base@17.0.5)
 473:            12            400  [Ljava.lang.constant.ClassDesc; (java.base@17.0.5)
 474:             5            400  [Ljava.nio.ByteBuffer; (java.base@17.0.5)
 475:            25            400  java.util.regex.Pattern$BitClass (java.base@17.0.5)
 476:             8            384  java.lang.invoke.BoundMethodHandle$Species_LLLL (java.base@17.0.5)
 477:            12            384  java.lang.invoke.VarForm (java.base@17.0.5)
 478:            16            384  java.time.LocalDateTime (java.base@17.0.5)
 479:            16            384  java.util.regex.Pattern$BmpCharPropertyGreedy (java.base@17.0.5)
 480:             8            384  jdk.xml.internal.JdkProperty$ImplPropMap (java.xml@17.0.5)
 481:            12            384  org.apache.catalina.LifecycleState
 482:             2            384  org.apache.coyote.Request
 483:            12            384  org.springframework.util.AntPathMatcher$AntPathStringMatcher
 484:             1            376  java.lang.ref.Finalizer$FinalizerThread (java.base@17.0.5)
 485:             1            376  java.util.logging.LogManager$Cleaner (java.logging@17.0.5)
 486:             1            376  jdk.internal.misc.InnocuousThread (java.base@17.0.5)
 487:             1            376  org.springframework.boot.web.embedded.tomcat.TomcatWebServer$1
 488:             1            368  java.lang.ref.Reference$ReferenceHandler (java.base@17.0.5)
 489:            23            368  jdk.proxy2.$Proxy25 (jdk.proxy2)
 490:             5            360  com.fasterxml.jackson.databind.introspect.AnnotatedClass
 491:             3            360  com.sun.org.apache.xalan.internal.xsltc.trax.TransformerFactoryImpl (java.xml@17.0.5)
 492:            15            360  java.time.LocalDate (java.base@17.0.5)
 493:            15            360  javax.websocket.CloseReason$CloseCodes
 494:            13            352  [Ljava.security.ProtectionDomain; (java.base@17.0.5)
 495:             4            352  com.fasterxml.jackson.databind.DeserializationConfig
 496:            11            352  java.lang.constant.DirectMethodHandleDesc$Kind (java.base@17.0.5)
